num,module,op,requires,B_mutiplier,C,H_I,W_I,K,H_O,W_O,T_I,T_O,kH,kW,kT,dH,dW,dT,dilationH,dilationW,dilationT,padH,padW,padT,groups,InputMinVal,InputMaxVal,InputMeanVal,InputStdVal,OutputMinVal,OutputMaxVal,OutputMeanVal,OutputStdVal,KernelMinVal,KernelMaxVal,KernelMeanVal,KernelStdVal,BiasMinVal,BiasMaxVal,BiasMeanVal,BiasStdVal,AddBias,isFilter,DimBHW,DimCFilterSquare,DimK,B,InputSize,OutputSize,Weights,Biases,Params,MACs,RATIO_MACs_TOTALMACs,MEM,RATIO_COMPUTE_MEM,SI_NumAccumSess,SI_ActualCompute,SI_CompUtil,SI_ClocksToComputeAccumSess,SI_ClocksToBringNewChunkOfB,SI_MMEClocksPerAccSession,SI_TotalMMEClocks,SI_LayerUtil,SI_IP_OP_diff,NumFullUOWH,NumPartialUOWH,HeightOfPartialUOW,NumUOWH,NumUOWW,ActualMACs,ComputeUtilization,ClocksToComputeUOW,ClocksToDumpFullUOW,ClocksToDumpPartialUOW,TotalMMEClocks,LayerUtil,IdealClocksNoSparsity,FilterClocks,PoolingOps,BatchNormOps,StochasticOps,NonLinearOps,AddOps
1,conv1,ConvNd,"conv1.Variable, conv1.Parameter",1,3,224,224,64,112,112,1,1,7,7,1,2,2,1,1,1,1,3,3,0,1,1,1,1,0,-0.672027826,0.845338166,0.036948992,0.266756006,-0.107474767,0.107719503,0.000254552,0.024969278,0,0,0,0,0,0,50176,147,64,4,602112,3211264,9408,0,9408,472055808,2.89%,3822784,123.4848236,196,3288334336,14.36%,256,256,256,50176,14.36%,0.00%,196,0,0,196,1,1888223232,25.00%,147,256,0,50176,14.36%,7203,0,0,0,0,0,0
5,layer1.0.conv1,ConvNd,"maxpool.MaxPool2d, layer1.0.conv1.Parameter",1,64,56,56,64,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,13.24392033,0.248501067,0.958988742,-24.26277542,19.11493683,0.067076362,1.387026864,-0.634754002,0.659613848,0.003474606,0.177171066,0,0,0,0,0,0,12544,64,64,4,802816,802816,4096,0,4096,51380224,0.31%,1609728,31.91857506,49,822083584,6.25%,256,256,256,12544,6.25%,0.00%,49,0,0,49,1,205520896,25.00%,64,256,0,12544,6.25%,784,0,0,0,0,0,0
8,layer1.0.conv2,ConvNd,"layer1.0.relu.Threshold, layer1.0.conv2.Parameter",1,64,56,56,64,56,56,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,0,11.0765152,0.216450697,0.712322677,-9.917391777,13.29131317,0.033123772,0.894270654,-0.236973852,0.236748502,0.000215617,0.059145282,0,0,0,0,0,0,12544,576,64,4,802816,802816,36864,0,36864,462422016,2.83%,1642496,281.5361596,147,2466250752,18.75%,256,256,256,37632,18.75%,-6.25%,49,0,0,49,1,1849688064,25.00%,576,256,0,28224,25.00%,7056,0,0,0,0,0,0
11,layer1.0.conv3,ConvNd,"layer1.0.relu.Threshold, layer1.0.conv3.Parameter",1,64,56,56,256,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9.124427795,0.226956336,0.651634955,-6.060473919,5.850594044,-0.005263932,0.479428784,-0.335753679,0.365846604,-8.20E-05,0.088264304,0,0,0,0,0,0,12544,64,256,4,802816,3211264,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,205520896,100.00%,64,256,0,12544,25.00%,3136,0,0,0,0,0,0
13,layer1.0.downsample.0,ConvNd,"maxpool.MaxPool2d, layer1.0.downsample.0.Parameter",1,64,56,56,256,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,13.24392033,0.248501067,0.958988742,-11.51351357,11.49979877,-0.009942366,0.703443959,-0.3711285,0.331622481,-0.000464611,0.088385652,0,0,0,0,0,0,12544,64,256,4,802816,3211264,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,205520896,100.00%,64,256,0,12544,25.00%,3136,0,0,0,0,0,0
17,layer1.1.conv1,ConvNd,"layer1.0.relu.Threshold, layer1.1.conv1.Parameter",1,256,56,56,64,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,16.60462952,0.337104848,0.92898955,-42.33875656,31.72475052,-0.0033488,2.964897757,-0.769141972,0.645984828,0.000253377,0.176397126,0,0,0,0,0,0,12544,256,64,4,3211264,802816,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,822083584,25.00%,256,256,0,12544,25.00%,3136,0,0,0,0,0,0
20,layer1.1.conv2,ConvNd,"layer1.1.relu.Threshold, layer1.1.conv2.Parameter",1,64,56,56,64,56,56,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,0,12.46547604,0.257996048,0.644149447,-8.591586113,8.193552017,0.075908645,0.917188499,-0.225524023,0.253668696,0.000637163,0.058658319,0,0,0,0,0,0,12544,576,64,4,802816,802816,36864,0,36864,462422016,2.83%,1642496,281.5361596,147,2466250752,18.75%,256,256,256,37632,18.75%,-6.25%,49,0,0,49,1,1849688064,25.00%,576,256,0,28224,25.00%,7056,0,0,0,0,0,0
23,layer1.1.conv3,ConvNd,"layer1.1.relu.Threshold, layer1.1.conv3.Parameter",1,64,56,56,256,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,11.49900818,0.257856919,0.668428562,-7.488518238,6.186210155,-0.014640639,0.520961346,-0.359842092,0.333123237,-0.000799638,0.087526941,0,0,0,0,0,0,12544,64,256,4,802816,3211264,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,205520896,100.00%,64,256,0,12544,25.00%,3136,0,0,0,0,0,0
27,layer1.2.conv1,ConvNd,"layer1.1.relu.Threshold, layer1.2.conv1.Parameter",1,256,56,56,64,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,19.69896698,0.528416667,1.19030814,-47.09207153,46.3347168,-0.062043692,3.683261337,-0.86007601,0.766126096,-0.000411161,0.178606826,0,0,0,0,0,0,12544,256,64,4,3211264,802816,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,822083584,25.00%,256,256,0,12544,25.00%,3136,0,0,0,0,0,0
30,layer1.2.conv2,ConvNd,"layer1.2.relu.Threshold, layer1.2.conv2.Parameter",1,64,56,56,64,56,56,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,0,9.764819145,0.267032631,0.622791971,-9.573495865,8.563871384,-0.035663177,0.850745865,-0.27676025,0.22243695,-0.000207633,0.058996232,0,0,0,0,0,0,12544,576,64,4,802816,802816,36864,0,36864,462422016,2.83%,1642496,281.5361596,147,2466250752,18.75%,256,256,256,37632,18.75%,-6.25%,49,0,0,49,1,1849688064,25.00%,576,256,0,28224,25.00%,7056,0,0,0,0,0,0
33,layer1.2.conv3,ConvNd,"layer1.2.relu.Threshold, layer1.2.conv3.Parameter",1,64,56,56,256,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,9.630043983,0.270876197,0.652967614,-7.104960442,6.829798222,0.003489603,0.503155718,-0.384431213,0.325129181,0.000339177,0.088347559,0,0,0,0,0,0,12544,64,256,4,802816,3211264,16384,0,16384,205520896,1.26%,4030464,50.99186992,49,822083584,25.00%,256,256,256,12544,25.00%,0.00%,49,0,0,49,1,205520896,100.00%,64,256,0,12544,25.00%,3136,0,0,0,0,0,0
37,layer2.0.conv1,ConvNd,"layer1.2.relu.Threshold, layer2.0.conv1.Parameter",1,256,56,56,128,56,56,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,25.54171371,0.681544081,1.428498931,-38.04497528,35.40485382,0.005321512,3.018070191,-0.50884372,0.525160015,-1.81E-05,0.125202446,0,0,0,0,0,0,12544,256,128,4,3211264,1605632,32768,0,32768,411041792,2.51%,4849664,84.75675676,49,822083584,50.00%,256,256,256,12544,50.00%,0.00%,49,0,0,49,1,822083584,50.00%,256,256,0,12544,50.00%,6272,0,0,0,0,0,0
40,layer2.0.conv2,ConvNd,"layer2.0.relu.Threshold, layer2.0.conv2.Parameter",1,128,56,56,128,28,28,1,1,3,3,1,2,2,1,1,1,1,1,1,0,1,0,14.00366116,0.277423969,0.654282897,-9.372592926,8.451515198,0.00983634,0.957154115,-0.192154586,0.197062016,-3.75E-06,0.041706823,0,0,0,0,0,0,3136,1152,128,4,1605632,401408,147456,0,147456,462422016,2.83%,2154496,214.6311787,65,1090519040,42.40%,256,256,256,16640,42.40%,-4.71%,12,1,64,13,1,981467136,47.12%,1152,256,64,14976,47.12%,7056,0,0,0,0,0,0
43,layer2.0.conv3,ConvNd,"layer2.0.relu.Threshold, layer2.0.conv3.Parameter",1,128,28,28,512,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,11.18715382,0.306663088,0.641150927,-6.943322182,7.992733479,-0.013225334,0.49541159,-0.255155176,0.278266877,-0.000314057,0.06247161,0,0,0,0,0,0,3136,128,512,4,401408,1605632,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,-1.88%,12,1,64,13,2,218103808,94.23%,128,256,64,6400,49.00%,3136,0,0,0,0,0,0
45,layer2.0.downsample.0,ConvNd,"layer1.2.relu.Threshold, layer2.0.downsample.0.Parameter",1,256,56,56,512,28,28,1,1,1,1,1,2,2,1,1,1,1,0,0,0,1,0,25.54171371,0.681544081,1.428498931,-18.53087044,20.42613029,-0.033048209,1.640440387,-0.305578232,0.26798749,-0.000154575,0.06244999,0,0,0,0,0,0,3136,256,512,4,3211264,1605632,131072,0,131072,411041792,2.51%,4947968,83.07284768,26,436207616,94.23%,256,256,256,6656,94.23%,0.00%,12,1,64,13,2,436207616,94.23%,256,256,64,6656,94.23%,6272,0,0,0,0,0,0
49,layer2.1.conv1,ConvNd,"layer2.0.relu.Threshold, layer2.1.conv1.Parameter",1,512,28,28,128,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,17.25821304,0.401837719,0.888406041,-32.6365509,29.94138336,-0.064466448,2.710523857,-0.530485392,0.496122092,-0.000368449,0.124818899,0,0,0,0,0,0,3136,512,128,4,1605632,401408,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,0.00%,12,1,64,13,1,436207616,47.12%,512,256,64,6656,47.12%,3136,0,0,0,0,0,0
52,layer2.1.conv2,ConvNd,"layer2.1.relu.Threshold, layer2.1.conv2.Parameter",1,128,28,28,128,28,28,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,0,15.01952648,0.292860199,0.637078166,-8.720046997,7.26232338,-0.016087623,0.881800935,-0.189354956,0.197108045,-1.57E-05,0.041764097,0,0,0,0,0,0,3136,1152,128,4,401408,401408,147456,0,147456,462422016,2.83%,950272,486.6206897,65,1090519040,42.40%,256,256,256,16640,42.40%,-4.71%,12,1,64,13,1,981467136,47.12%,1152,256,64,14976,47.12%,7056,0,0,0,0,0,0
55,layer2.1.conv3,ConvNd,"layer2.1.relu.Threshold, layer2.1.conv3.Parameter",1,128,28,28,512,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,11.41015244,0.311509426,0.646486134,-7.175150871,6.958642483,0.002477188,0.507456543,-0.293658257,0.27438578,2.86E-05,0.062298273,0,0,0,0,0,0,3136,128,512,4,401408,1605632,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,-1.88%,12,1,64,13,2,218103808,94.23%,128,256,64,6400,49.00%,3136,0,0,0,0,0,0
59,layer2.2.conv1,ConvNd,"layer2.1.relu.Threshold, layer2.2.conv1.Parameter",1,512,28,28,128,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,20.13512421,0.61773997,1.130908775,-48.98985291,52.31370926,-0.219213423,3.769051199,-0.56684655,0.52549392,-0.000569566,0.125258019,0,0,0,0,0,0,3136,512,128,4,1605632,401408,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,0.00%,12,1,64,13,1,436207616,47.12%,512,256,64,6656,47.12%,3136,0,0,0,0,0,0
62,layer2.2.conv2,ConvNd,"layer2.2.relu.Threshold, layer2.2.conv2.Parameter",1,128,28,28,128,28,28,1,1,3,3,1,1,1,1,1,1,1,1,1,0,1,0,11.96021271,0.31683878,0.611346307,-8.83306694,8.623339653,0.042655202,0.92389447,-0.188732877,0.184304878,0.000162837,0.041768688,0,0,0,0,0,0,3136,1152,128,4,401408,401408,147456,0,147456,462422016,2.83%,950272,486.6206897,65,1090519040,42.40%,256,256,256,16640,42.40%,-4.71%,12,1,64,13,1,981467136,47.12%,1152,256,64,14976,47.12%,7056,0,0,0,0,0,0
65,layer2.2.conv3,ConvNd,"layer2.2.relu.Threshold, layer2.2.conv3.Parameter",1,128,28,28,512,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,12.05646324,0.327400492,0.620479767,-5.531271935,5.814236641,0.007197717,0.486360868,-0.262504518,0.300348222,0.000143713,0.062433717,0,0,0,0,0,0,3136,128,512,4,401408,1605632,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,-1.88%,12,1,64,13,2,218103808,94.23%,128,256,64,6400,49.00%,3136,0,0,0,0,0,0
69,layer2.3.conv1,ConvNd,"layer2.2.relu.Threshold, layer2.3.conv1.Parameter",1,512,28,28,128,28,28,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,23.10971832,0.794117575,1.327074817,-40.95660782,46.43836212,0.07795688,4.452845058,-0.58637923,0.565166235,0.000247442,0.125366641,0,0,0,0,0,0,3136,512,128,4,1605632,401408,65536,0,65536,205520896,1.26%,2072576,99.16205534,26,436207616,47.12%,256,256,256,6656,47.12%,0.00%,12,1,64,13,1,436207616,47.12%,512,256,64,6656,47.12%,3136,0,0,0,0,0,0
